OBJECTID,Join_Count,TARGET_FID,id,Figure_Text,watershed_name,lat,lon,area_km2,OBJECTID_1,ECO_NAME,BIOME_NUM,BIOME_NAME,REALM,ECO_BIOME_,NNH,ECO_ID,SHAPE_LENG,NNH_NAME,COLOR,COLOR_BIO,COLOR_NNH,LICENSE
99,1,99,99,1,"Susquehanna Shale Hills CZO - Shale Hills, United States",40.664849,-77.907246,0.08,33,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,331,66.56053763,Nature Could Reach Half Protected,#00734C,#00734C,#7BC141,CC-BY 4.0
100,1,100,100,1,"Catfish Creek watershed, Canada",50.618408,-96.374154,642,787,Western Great Lakes forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,344,81.89239319,Nature Could Reach Half Protected,#73DA64,#00734C,#7BC141,CC-BY 4.0
101,1,101,101,1,"San Diego River watershed, California, United States",32.76504998,-117.1686449,1005,90,California coastal sage and chaparral,12,"Mediterranean Forests, Woodlands & Scrub",Nearctic,NE12,4,422,28.8721687,Nature Imperiled,#FF7F7E,#FE0000,#EE1E23,CC-BY 4.0
102,1,102,102,1,"Thames at Kingston, United Kingdom",51.415005,-0.308869,9948,253,English Lowlands beech forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,663,20.61254493,Nature Could Recover,#8DD45C,#00734C,#F9A91B,CC-BY 4.0
103,1,103,103,1,"Konza Prairie LTER, Kansas, United States",39.103509,-96.603547,34.87,271,Flint Hills tallgrass prairie,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,392,9.46111589,Nature Imperiled,#A87001,#FEFF73,#EE1E23,CC-BY 4.0
104,1,104,104,1,"Peyto Glacier Research Basin, Canada",51.68685865,-116.5371596,23.6,839,Northern Rockies conifer forests,5,Temperate Conifer Forests,Nearctic,NE05,2,361,56.92452713,Nature Could Reach Half Protected,#ACC13E,#458970,#7BC141,CC-BY 4.0
105,1,105,105,1,"Samoylov Island, Lena River Delta, Siberia, Russia",72.38005,126.48336,0.6,721,Taimyr-Central Siberian tundra,11,Tundra,Palearctic,PA11,2,781,379.0415895,Nature Could Reach Half Protected,#519AAB,#9ED7C2,#7BC141,CC-BY 4.0
106,1,106,106,1,"Salar de Atacama, Chile",-23.5,-68.25,17000,127,Central Andean dry puna,10,Montane Grasslands & Shrublands,Neotropic,NO10,2,587,44.77996558,Nature Could Reach Half Protected,#F4A733,#D6C39D,#7BC141,CC-BY 4.0
107,1,107,107,1,"Tapado catchment, Chile",-30.151476,-69.886846,9.23,673,Southern Andean steppe,10,Montane Grasslands & Shrublands,Neotropic,NO10,2,595,52.98764426,Nature Could Reach Half Protected,#FBB84D,#D6C39D,#7BC141,CC-BY 4.0
108,1,108,108,1,"Santa Elena Ophiolite, Costa Rica",10.853098,-85.788389,250,120,Central American dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,3,527,96.74905205,Nature Could Recover,#DCF63D,#CCCD65,#F9A91B,CC-BY 4.0
109,1,109,109,1,"Dry Lake, Routt National Forest, Colorado, United States",40.533389,-106.780999,0.2,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
110,1,110,110,1,"Matsi spring fen, Estonia",57.667088,26.68532,0.045,611,Sarmatic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,679,324.1163813,Nature Could Recover,#8EE266,#00734C,#F9A91B,CC-BY 4.0
111,1,111,111,1,"TG Halli watershed, India",12.9704671,77.3395812,1447,651,South Deccan Plateau dry deciduous forests,2,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,IN02,4,298,18.07441037,Nature Imperiled,#98FA05,#CCCD65,#EE1E23,CC-BY 4.0
112,1,112,112,1,"Pallas catchment, Finland",67.9999983,24.2019916,4.42,615,Scandinavian and Russian taiga,6,Boreal Forests/Taiga,Palearctic,PA06,3,717,526.3746985,Nature Could Recover,#9F56E3,#7AB6F5,#F9A91B,CC-BY 4.0
113,1,113,113,1,"Burabay National Nature Park, Kazakhstan",53.071286,70.276545,-9999,370,Kazakh upland steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,PA08,2,733,33.54755249,Nature Could Reach Half Protected,#54FC51,#FEFF73,#7BC141,CC-BY 4.0
114,1,114,114,1,"The terra firme forest of Maraca Island, Brazil",3.359857,-61.361527,10,294,Guianan savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,1,570,55.25795326,Half Protected,#FCD379,#FEAA01,#257339,CC-BY 4.0
115,1,115,115,1,"Drainage basin of Lake Calado, Brazil",-3.2816792,-60.5544941,0.234,352,Japurá-Solimões-Negro moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,473,78.18952214,Half Protected,#267400,#38A700,#257339,CC-BY 4.0
116,1,116,116,1,"4 sub-basins of Banabuiu? watershed, Brazil",-5.138346,-38.125227,-9999,86,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,525,113.6964549,Nature Imperiled,#81B50A,#CCCD65,#EE1E23,CC-BY 4.0
117,1,117,117,1,"Forquilha watershed, Brazil",-5.204174,-39.467518,220,86,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,4,525,113.6964549,Nature Imperiled,#81B50A,#CCCD65,#EE1E23,CC-BY 4.0
118,1,118,118,1,"Urucuia Aquifer system, Brazil",-12.022621,-44.925076,-9999,154,Cerrado,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,NO07,3,567,345.4494647,Nature Could Recover,#E69800,#FEAA01,#F9A91B,CC-BY 4.0
119,1,119,119,1,"Upper Ramuschaka Watershed, Peru, Peru",-13.432769,-72.269199,2.12,129,Central Andean wet puna,10,Montane Grasslands & Shrublands,Neotropic,NO10,3,589,80.87793373,Nature Could Recover,#F5C47F,#D6C39D,#F9A91B,CC-BY 4.0
120,1,120,120,1,"Meadowbrook Creek, New York, United States",43.02926,-76.066094,11.3,234,Eastern Great Lakes lowland forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,334,94.6817509,Nature Imperiled,#8CED84,#00734C,#EE1E23,CC-BY 4.0
121,1,121,121,1,"Meadowbrook Creek, New York, United States",43.02926,-76.066094,11.3,234,Eastern Great Lakes lowland forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,334,94.6817509,Nature Imperiled,#8CED84,#00734C,#EE1E23,CC-BY 4.0
122,1,122,122,1,"McMurdo Dry Valleys, Antarctica",-77.440369,162.728838,22700,659,South Victoria Land tundra,11,Tundra,Antarctica,AN11,1,132,335.9923707,Half Protected,#5DA9DB,#9ED7C2,#257339,CC-BY 4.0
123,1,123,123,1,"Jatunhuaycu Experimental Observatory, Ecuador",-0.4884968,-78.2398049,32.6,507,Northern Andean páramo,10,Montane Grasslands & Shrublands,Neotropic,NO10,1,593,125.9052442,Half Protected,#BF9B77,#D6C39D,#257339,CC-BY 4.0
124,1,124,124,1,"Jonkershoek catchment, South Africa",-33.941637,18.854465,100,596,Renosterveld shrubland,12,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,AF12,3,90,221.1530334,Nature Could Recover,#B54B01,#FE0000,#F9A91B,CC-BY 4.0
125,1,125,125,1,"Zachariashoek research catchments, South Africa",-33.82871,19.03745,9.7,273,Fynbos shrubland,12,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,AF12,3,89,261.0435443,Nature Could Recover,#CD8966,#FE0000,#F9A91B,CC-BY 4.0
126,1,126,126,1,"CP-III, Cathedral Peak experimental research catchment, South Africa",-28.989477,29.238931,1.389,206,Drakensberg grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,41,168.5040737,Nature Imperiled,#FDBD7F,#FEAA01,#EE1E23,CC-BY 4.0
127,1,127,127,1,"CP-IX, Cathedral Peak experimental research catchment, South Africa",-28.987909,29.251777,0.677,206,Drakensberg grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,41,168.5040737,Nature Imperiled,#FDBD7F,#FEAA01,#EE1E23,CC-BY 4.0
128,1,128,128,1,"CP-VI, Cathedral Peak experimental research catchment, South Africa",-28.991593,29.273321,0.645,206,Drakensberg grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,41,168.5040737,Nature Imperiled,#FDBD7F,#FEAA01,#EE1E23,CC-BY 4.0
129,1,129,129,1,"Fukuroyamasawa Experimental Watershed B, Inokawa Watershed, Japan",35.21126,140.10345,5.07,719,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,2,682,114.323183,Nature Could Reach Half Protected,#267300,#00734C,#7BC141,CC-BY 4.0
130,1,130,130,1,"Nsimi watershed, Cameroon",3.20391,11.81497,0.6,529,Northwest Congolian lowland forests,1,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,AF01,2,26,61.65359861,Nature Could Reach Half Protected,#47B700,#38A700,#7BC141,CC-BY 4.0
131,1,131,131,2,"Ene-Chilala watershed, Birr River, Blue Nile Basin, Ethiopia",10.86666667,37.42777778,4.14,259,Ethiopian montane grasslands and woodlands,10,Montane Grasslands & Shrublands,Afrotropic,AF10,4,79,627.8559077,Nature Imperiled,#B57454,#D6C39D,#EE1E23,CC-BY 4.0
132,1,132,132,2,"Experim. Lakes Area, Canada",49.674375,-93.769929,0.0719,787,Western Great Lakes forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,344,81.89239319,Nature Could Reach Half Protected,#73DA64,#00734C,#7BC141,CC-BY 4.0
133,1,133,133,2,"C2, Caribou-Poker Creek, Alaska, United States",65.15816789,-147.608076,5.2,339,Interior Yukon-Alaska alpine tundra,11,Tundra,Nearctic,NE11,2,416,121.0068719,Nature Could Reach Half Protected,#6EE3C6,#9ED7C2,#7BC141,CC-BY 4.0
134,1,134,134,2,"Casper Creek, California, United States",39.36127,-123.735395,4.73,509,Northern California coastal forests,5,Temperate Conifer Forests,Nearctic,NE05,4,359,19.75209063,Nature Imperiled,#00734C,#458970,#EE1E23,CC-BY 4.0
135,1,135,135,2,"Coweeta, North Carolina, United States",35.059984,-83.427241,0.61,33,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,331,66.56053763,Nature Could Reach Half Protected,#00734C,#00734C,#7BC141,CC-BY 4.0
136,1,136,136,2,"Fernow, West Virginia, United States",39.053973,-79.687043,0.387,33,Appalachian-Blue Ridge forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,331,66.56053763,Nature Could Reach Half Protected,#00734C,#00734C,#7BC141,CC-BY 4.0
137,1,137,137,2,"Fraser, Colorado, United States",39.890786,-105.877298,8.03,175,Colorado Rockies forests,5,Temperate Conifer Forests,Nearctic,NE05,3,353,58.14620954,Nature Could Recover,#6C9B53,#458970,#F9A91B,CC-BY 4.0
138,1,138,138,2,"H.J. Andrews, Oregon, United States",44.2120146,-122.2448757,0.61,125,Central-Southern Cascades Forests,5,Temperate Conifer Forests,Nearctic,NE05,2,352,38.85825639,Nature Could Reach Half Protected,#439952,#458970,#7BC141,CC-BY 4.0
139,1,139,139,2,"Hubbard Brook, New Hampshire, United States",43.954602,-71.722581,0.424,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
140,1,140,140,2,"Marcell, Minesota, United States",47.51540541,-93.47181798,0.097,787,Western Great Lakes forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,344,81.89239319,Nature Could Reach Half Protected,#73DA64,#00734C,#7BC141,CC-BY 4.0
141,1,141,141,2,"San Dimas, California, United States",34.2,-117.78,0.25,92,California montane chaparral and woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Nearctic,NE12,3,424,21.94193411,Nature Could Recover,#A93800,#FE0000,#F9A91B,CC-BY 4.0
142,1,142,142,2,"Santee, South Carolina, United States",33.14430296,-79.79044336,1.6,440,Mid-Atlantic US coastal savannas,8,"Temperate Grasslands, Savannas & Shrublands",Nearctic,NE08,4,393,169.8344367,Nature Imperiled,#FBB04B,#FEFF73,#EE1E23,CC-BY 4.0
143,1,143,143,2,"Russell Creek Research Watershed, Vancouver Island, Canada",50.32817274,-126.3853799,32,144,Central Pacific Northwest coastal forests,5,Temperate Conifer Forests,Nearctic,NE05,2,351,115.1078928,Nature Could Reach Half Protected,#85DE74,#458970,#7BC141,CC-BY 4.0
144,1,144,144,2,"CB1, Coos Bay, Oregon, United States",43.4641861,-124.1124162,0.00086,144,Central Pacific Northwest coastal forests,5,Temperate Conifer Forests,Nearctic,NE05,2,351,115.1078928,Nature Could Reach Half Protected,#85DE74,#458970,#7BC141,CC-BY 4.0
145,1,145,145,2,"Scott Creek Catchment, Australia",-35.100723,138.6720257,27,270,Flinders-Lofty montane woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,2,200,37.00035357,Nature Could Reach Half Protected,#A80000,#FE0000,#7BC141,CC-BY 4.0
146,1,146,146,2,"Lemon catchment, Collie River, Western Australia, Australia",-33.295928,116.407166,3.44,694,Southwest Australia woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,3,206,29.66362346,Nature Could Recover,#A80000,#FE0000,#F9A91B,CC-BY 4.0
147,1,147,147,2,"Salmon Brook, Western Australia, Australia",-33.41285,115.98325,0.82,694,Southwest Australia woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,3,206,29.66362346,Nature Could Recover,#A80000,#FE0000,#F9A91B,CC-BY 4.0
148,1,148,148,2,"Schafertal catchment, Harz mountains, Germany",51.654444,11.052778,1.44,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
149,1,149,149,2,"MAT subcatchment, Agua Salud Watershed, Panama",9.206666667,-79.75166667,0.095,345,Isthmian-Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,470,51.18739259,Nature Could Reach Half Protected,#23DB01,#38A700,#7BC141,CC-BY 4.0
150,1,150,150,2,"SEC subcatchment, Agua Salud Watershed, Panama",9.2137,-79.73135,0.061,345,Isthmian-Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,470,51.18739259,Nature Could Reach Half Protected,#23DB01,#38A700,#7BC141,CC-BY 4.0
151,1,151,151,2,"PAS subcatchment, Agua Salud Watershed, Panama",9.2258075,-79.7613574,0.426,345,Isthmian-Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,470,51.18739259,Nature Could Reach Half Protected,#23DB01,#38A700,#7BC141,CC-BY 4.0
152,1,152,152,2,"Girnock, Scotland, United Kingdom",57.046496,-3.115812,31,88,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,691,14.13071236,Nature Imperiled,#76D145,#458970,#EE1E23,CC-BY 4.0
153,1,153,153,2,"Malalcahuello catchment, Andes, Chile",-38.461631,-71.561285,6.26,768,Valdivian temperate forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,NO04,2,563,169.9741491,Nature Could Reach Half Protected,#54CC13,#00734C,#7BC141,CC-BY 4.0
154,1,154,154,2,"South Creek, Australia",-17.338744,145.981974,0.257,587,Queensland tropical rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,4,150,69.34737658,Nature Imperiled,#36C900,#38A700,#EE1E23,CC-BY 4.0
155,1,155,155,2,"South Creek, Australia",-17.338744,145.981974,0.257,587,Queensland tropical rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,4,150,69.34737658,Nature Imperiled,#36C900,#38A700,#EE1E23,CC-BY 4.0
156,1,156,156,2,"South Creek, Australia",-17.338744,145.981974,0.257,587,Queensland tropical rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,4,150,69.34737658,Nature Imperiled,#36C900,#38A700,#EE1E23,CC-BY 4.0
157,1,157,157,2,"South Creek, Australia",-17.338744,145.981974,0.257,587,Queensland tropical rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,4,150,69.34737658,Nature Imperiled,#36C900,#38A700,#EE1E23,CC-BY 4.0
158,1,158,158,2,"Aguima catchment, Upper Oueme, Benin",9.13603,1.983488,30,782,West Sudanian savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,62,84.5066996,Nature Imperiled,#E69800,#FEAA01,#EE1E23,CC-BY 4.0
159,1,159,159,2,"Aguima catchment, Upper Oueme, Benin",9.13603,1.983488,30,782,West Sudanian savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,4,62,84.5066996,Nature Imperiled,#E69800,#FEAA01,#EE1E23,CC-BY 4.0
160,1,160,160,2,"Shelter Creek, New York, United States",41.970108,-74.514415,1.61,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
161,1,161,161,2,"Rompeviento and El Nancite, Nicaragua, Nicaragua",11.108522,-85.761414,46,120,Central American dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,NO02,3,527,96.74905205,Nature Could Recover,#DCF63D,#CCCD65,#F9A91B,CC-BY 4.0
162,1,162,162,2,"Kaap catchment, South Africa",-25.542513,31.317074,1640,389,Limpopo lowveld,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,AF07,3,48,75.46760673,Nature Could Recover,#FCC03C,#FEAA01,#F9A91B,CC-BY 4.0
163,1,163,163,2,"Granger Basin, Wolf Creek, Yukon, Canada",60.551197,-135.197751,6,778,Watson Highlands taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,383,62.7733386,Nature Could Reach Half Protected,#CDB0E0,#7AB6F5,#7BC141,CC-BY 4.0
164,1,164,164,2,"Granger Basin, Wolf Creek, Yukon, Canada",60.551197,-135.197751,6,778,Watson Highlands taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,383,62.7733386,Nature Could Reach Half Protected,#CDB0E0,#7AB6F5,#7BC141,CC-BY 4.0
165,1,165,165,2,"Duerreychbachtal, Germany",48.755259,8.47529,7,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
166,1,166,166,2,"Bukit Timah, Singapore",1.357325,103.773201,0.05,565,Peninsular Malaysian rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,265,74.58387303,Nature Could Reach Half Protected,#70A800,#38A700,#7BC141,CC-BY 4.0
167,1,167,167,2,"W8S5 catchment, Danum Valley, Borneo Island, Malaysia",4.960845,117.797006,0.0132,78,Borneo lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,219,167.9195022,Nature Could Reach Half Protected,#98E500,#38A700,#7BC141,CC-BY 4.0
168,1,168,168,2,"W8S5 catchment, Danum Valley, Borneo Island, Malaysia",4.960845,117.797006,0.0132,78,Borneo lowland rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,IN01,2,219,167.9195022,Nature Could Reach Half Protected,#98E500,#38A700,#7BC141,CC-BY 4.0
169,1,169,169,2,"Forest watershed, Rancho Grande, Brazil",-10.3,-62.86666667,0.0137,406,Madeira-Tapajós moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,476,115.8439997,Nature Could Reach Half Protected,#267400,#38A700,#7BC141,CC-BY 4.0
170,1,170,170,2,"Tarfala catchment, Sweden",67.89888889,18.6325,21.7,617,Scandinavian Montane Birch forest and grasslands,11,Tundra,Palearctic,PA11,2,780,344.9083559,Nature Could Reach Half Protected,#62C8CA,#9ED7C2,#7BC141,CC-BY 4.0
171,1,171,171,2,"Forest catchment, Fazenda Vitoria, Para state, Brazil",-2.967706,-47.395282,0.0033,836,Tocantins/Pindare moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,508,25.34800641,Nature Could Reach Half Protected,#4DE600,#38A700,#7BC141,CC-BY 4.0
172,1,172,172,2,"La Cuenca, Peru",-10.2167,-75.08333333,0.0075,762,Ucayali moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,512,87.27936326,Half Protected,#5AA500,#38A700,#257339,CC-BY 4.0
173,1,173,173,2,"La Cuenca, Peru",-10.2167,-75.08333333,0.0075,762,Ucayali moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,512,87.27936326,Half Protected,#5AA500,#38A700,#257339,CC-BY 4.0
174,1,174,174,2,"La Cuenca, Peru",-10.2167,-75.08333333,0.0075,762,Ucayali moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,1,512,87.27936326,Half Protected,#5AA500,#38A700,#257339,CC-BY 4.0
175,1,175,175,2,"South Creek, Australia",-17.338744,145.981974,0.257,587,Queensland tropical rain forests,1,Tropical & Subtropical Moist Broadleaf Forests,Australasia,AU01,4,150,69.34737658,Nature Imperiled,#36C900,#38A700,#EE1E23,CC-BY 4.0
176,1,176,176,2,"Upper Sheep Creek, Reynolds Creek, Idaho, United States",43.123,-116.725,0.26,637,Snake-Columbia shrub steppe,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,434,53.65370188,Nature Could Reach Half Protected,#C4694E,#CC6767,#7BC141,CC-BY 4.0
177,1,177,177,2,"Upper Sheep Creek, Reynolds Creek, Idaho, United States",43.123,-116.725,0.26,637,Snake-Columbia shrub steppe,13,Deserts & Xeric Shrublands,Nearctic,NE13,2,434,53.65370188,Nature Could Reach Half Protected,#C4694E,#CC6767,#7BC141,CC-BY 4.0
178,1,178,178,2,"Rietholzbach Catchment, Switzerland",47.379784,8.993452,0.94,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
179,1,179,179,2,"Maimai M8 experimental catchment, New Zealand",-42.0834508,171.7976594,0.038,470,Nelson Coast temperate forests,4,Temperate Broadleaf & Mixed Forests,Australasia,AU04,1,170,9.351536037,Half Protected,#5AA62A,#00734C,#257339,CC-BY 4.0
180,1,180,180,2,"WS10, H.J. Andrews, Oregon, United States",44.2171532,-122.2608844,0.102,125,Central-Southern Cascades Forests,5,Temperate Conifer Forests,Nearctic,NE05,2,352,38.85825639,Nature Could Reach Half Protected,#439952,#458970,#7BC141,CC-BY 4.0
181,1,181,181,2,"WS3, Hubbard Brook Experimental Forest, New Hampshire, United States",43.9548921,-71.7222582,0.42,476,New England-Acadian forests,4,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,4,338,146.8583702,Nature Imperiled,#5DA655,#00734C,#EE1E23,CC-BY 4.0
182,1,182,182,2,"Bruntland Burn catchment, Scotland, United Kingdom",57.044,-3.120762,3.2,88,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,PA05,4,691,14.13071236,Nature Imperiled,#76D145,#458970,#EE1E23,CC-BY 4.0
183,1,183,183,2,"Forest watershed, Rancho Grande, Brazil",-10.3,-62.86666667,0.0137,406,Madeira-Tapajós moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,476,115.8439997,Nature Could Reach Half Protected,#267400,#38A700,#7BC141,CC-BY 4.0
184,1,184,184,2,"Smith Island, British Columbia, Canada",54.182364,-130.211628,0.33,144,Central Pacific Northwest coastal forests,5,Temperate Conifer Forests,Nearctic,NE05,2,351,115.1078928,Nature Could Reach Half Protected,#85DE74,#458970,#7BC141,CC-BY 4.0
185,1,185,185,2,"Manners Creek (tributary site), Fort Simpson, North West Territories, Canada",61.75197,-121.173148,300,457,Muskwa-Slave Lake taiga,6,Boreal Forests/Taiga,Nearctic,NE06,2,378,54.08719749,Nature Could Reach Half Protected,#9A72F7,#7AB6F5,#7BC141,CC-BY 4.0
186,1,186,186,2,"Athabasca Oil Sands region, Alberta, Canada",57.136749,-111.610485,132000,438,Mid-Canada Boreal Plains forests,6,Boreal Forests/Taiga,Nearctic,NE06,2,376,109.724632,Nature Could Reach Half Protected,#DCB1F9,#7AB6F5,#7BC141,CC-BY 4.0
187,1,187,187,2,"Lutz Creek, Panama",9.1625164,-79.838061,0.0937,345,Isthmian-Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,470,51.18739259,Nature Could Reach Half Protected,#23DB01,#38A700,#7BC141,CC-BY 4.0
188,1,188,188,2,"Conrad Trail Stream, Panama",9.150606,-79.85719,0.402,345,Isthmian-Atlantic moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,470,51.18739259,Nature Could Reach Half Protected,#23DB01,#38A700,#7BC141,CC-BY 4.0
189,1,189,189,2,"Rancho Grande, Brazil",-10.30363797,-62.85854571,0.0137,406,Madeira-Tapajós moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,476,115.8439997,Nature Could Reach Half Protected,#267400,#38A700,#7BC141,CC-BY 4.0
190,1,190,190,2,"Rio San Francisco, Ecuador",-3.9706284,-79.0702247,75,231,Eastern Cordillera Real montane forests,1,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,NO01,2,460,119.5523388,Nature Could Reach Half Protected,#0E5B00,#38A700,#7BC141,CC-BY 4.0
191,1,191,191,2,"Hemuqiao experimental watershed, Hangzhou, China",30.580371,119.801479,1.35,156,Changjiang Plain evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,657,64.34277882,Nature Imperiled,#55A649,#00734C,#EE1E23,CC-BY 4.0
192,1,192,192,2,"Hemuqiao experimental watershed, Hangzhou, China",30.580371,119.801479,1.35,156,Changjiang Plain evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,4,657,64.34277882,Nature Imperiled,#55A649,#00734C,#EE1E23,CC-BY 4.0
193,1,193,193,2,"Pedler Creek, Willunga Basin, Australia",-35.21434682,138.5393283,1.36,270,Flinders-Lofty montane woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Australasia,AU12,2,200,37.00035357,Nature Could Reach Half Protected,#A80000,#FE0000,#7BC141,CC-BY 4.0
194,1,194,194,2,"Conventwald Basin, Black Forest Mountains, Germany",48.019727,7.964992,0.093,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
195,1,195,195,2,"C1-3, Caribou-Poker, Alaska, United States",65.149177,-147.552332,41.7,339,Interior Yukon-Alaska alpine tundra,11,Tundra,Nearctic,NE11,2,416,121.0068719,Nature Could Reach Half Protected,#6EE3C6,#9ED7C2,#7BC141,CC-BY 4.0
196,1,196,196,2,"Freiberger Mulde, Germany",50.796944,13.442222,0.06,786,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,PA04,3,686,116.4617981,Nature Could Recover,#89F261,#00734C,#F9A91B,CC-BY 4.0
197,1,197,197,2,"Kostroma Catchment, Russia",57.79868,40.908041,16000,615,Scandinavian and Russian taiga,6,Boreal Forests/Taiga,Palearctic,PA06,3,717,526.3746985,Nature Could Recover,#9F56E3,#7AB6F5,#F9A91B,CC-BY 4.0
