id,model_type,citation,url,attribution,attribution_url,figure_num,figure_caption,figure_url,textmodel_snipped,textmodel_section_number,textmodel_section_name,textmodel_page_number,watershed_name,lat,lon,area_km2,num_spatial_zones,spatial_property,num_temporal_zones,temporal_property,vegetation_info,soil_info,geol_info,topo_info,three_d_info,uncertainty_info,other_info,num_store,store_list,store_id_list,num_flux,flux_list,flux_id_list,dummy_column,huc_watershed_id
97,Figure model,"Chen, X., Yu, Z., Yi, P., Aldahan, A., Hwang, H.T. and Sudicky, E.A., 2023. Disentangling runoff generation mechanisms: combining isotope tracing with integrated surface/subsurface simulation. Journal of Hydrology, p.129149.",https://doi.org/10.1016/j.jhydrol.2023.129149,Not open-access,https://doi.org/10.1016/j.jhydrol.2023.129149,8,Conceptual hillslope runoff generation processes during a rainfall event presented in cross-sections. The contributions from different water sources are also indicated. The small rectangle shows steam runoff and rainfall of the rainfall-runoff event.,https://ars.els-cdn.com/content/image/1-s2.0-S0022169423000914-gr8_lrg.jpg,N/A,N/A,N/A,N/A,"Mukeng catchment, Anhui, China",29.6673,117.9868,0.21,1,N,2,N,Vegetation described,N,N,N,3D graphics,N,N,2,"Channel storage, Soil water storage","Chan.Store, Sub.Soil.Store",6,"Infiltration, Channel flow, Overland Flow, Displacement of groundwater, Exfiltration, Subsurface stormflow","Surf.Inf.Inf, Chan.Flow, Surf.Over, Sub.GW.Disp, Sub.GW.Ret.Exf, Sub.SSFlow",1,N/A
98,Figure model,"Nyquist, J. E., Toran, L., Pitman, L., Guo, L. & Lin, H. (2018) Testing the fillâ€andâ€spill model of subsurface lateral flow using groundâ€penetrating radar and dye tracing. Vadose Zone J. 17(1), 1â€“13. Wiley. doi:10.2136/vzj2017.07.0142",https://doi.org/10.2136/vzj2017.07.0142,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,11,"A refined fill-and-spill model with preferential flow (PF) processes occurring at the top of two layers (saprock and bedrock). In a hillslope with a thin soil cover underlain by a weathered bedrock (or saprock) layer, the bulk of the precipitation rapidly infiltrates soils and saprock and forms limited lateral PF on the soilâ€“saprock interface. Lateral PF may take place through the horizontal fissures in the saprock and form return flow downslope. Once water encounters a fresh bedrock surface, a transient water table may perch at small depressions and then trigger lateral PF downslope.",https://acsess.onlinelibrary.wiley.com/cms/asset/77776f65-1e6a-435b-9f96-5a9847de293f/vzj2vzj2017070142-fig-0011-m.png,N/A,N/A,N/A,N/A,"Susquehanna Shale Hills CZO - Shale Hills, United States",40.664849,-77.907246,0.08,1,N,1,N,N,N,N,Slopes described,N,N,N,3,"Soil water storage, Bedrock hollows, Perched water tables","Sub.Soil.Store, Sub.GW.Store.BedHol, Sub.GW.Store.Perch",6,"Return Flow, Infiltration, Pistonflow, Lateral macropore flow at soil-bedrock interface, Lateral macropore flow at soil horizons, Infiltration into bedrock","Sub.GW.Ret, Surf.Inf.Inf, Sub.GW.Disp.Piston, Sub.SSFlow.Macro.Bedrk, Sub.SSFlow.Macro.Horiz, Sub.GW.BedInf",1,N/A
99,Figure model,"Kim, H., Gu, X. & Brantley, S. L. (2018) Particle fluxes in groundwater change subsurface shale rock chemistry over geologic time. Earth Planet. Sci. Lett. 500, 180â€“191. doi:10.1016/j.epsl.2018.07.031",https://doi.org/10.1016/j.epsl.2018.07.031,Not open-access,N,1b,"Sullivan et al. (2016) measured the groundwater table depths at a monthly interval from 2013 to 2014. The highest (wet season) and lowest (dry season) groundwater tables along the central channel of the catchment were plotted (Aâ€“Aâ€² transect). Note the vertical axis is exaggerated by three-fold. In Shale Hills, preferential flow paths through soil macropores and through interfaces of the soil horizons and at the perched groundwater table (i.e., interflow) at the interface of the highly fractured rock and less weathered rock are the primary flow paths. The contribution of regional groundwater to stream discharge at the catchment outlet is less than âˆ¼10%.",https://ars.els-cdn.com/content/image/1-s2.0-S0012821X18304370-gr001_lrg.jpg,N/A,N/A,N/A,N/A,"Susquehanna Shale Hills CZO - Shale Hills, United States",40.664849,-77.907246,0.08,1,N,1,N,N,N,Geology described,Slopes described,N,Unknown items identified,Scale bar,2,"Regional Groundwater storage, Water Table","Sub.GW.Store.Region, Sub.GW.Store.Wtable",5,"Subsurface stormflow, Lateral macropore flow at soil horizons, Lateral macropore flow, Regional groundwater flow, Lateral macropore flow at soil-bedrock interface","Sub.SSFlow, Sub.SSFlow.Macro.Horiz, Sub.SSFlow.Macro, Sub.GW.Flow.Region, Sub.SSFlow.Macro.Bedrk",1,N/A
100,Figure model,"Ross, C. A., Ali, G., Bansah, S. & Laing, J. R. (2017) Evaluating the Relative Importance of Shallow Subsurface Flow in a Prairie Landscape. Vadose Zone J. 16(5), 1â€“20. GeoScienceWorld. doi:10.2136/vzj2016.10.0096",https://doi.org/10.2136/vzj2016.10.0096,Not open-access,N,8,Synthesis of process inferences regarding the flow paths (seen as arrows) delivering water from riparian sites to adjacent stream channels in the eastern Canadian Prairies. Dashed lines are generalizations of the water table positions that correspond to the color-associated flow path. The black line (1) indicates the depth to water table position during periods with no lateral subsurface flow. The gray arrow (2) indicates Hortonian overland flow. The teal line and arrows (3) indicate the simultaneous occurrence of return flow and saturation-excess overland flow. The red line and arrows indicate (4a) transmissivity feedback and (4b) macropore flow.,https://gsw.silverchair-cdn.com/gsw/Content_public/Journal/vzj/16/5/10.2136_vzj2016.10.0096/1/vzj2016.10.0096fig8.jpeg?Expires=1683029220&Signature=Mc9o6gKJh7HfP~wqSbiUexDG87l8Q20O6cEhdNDMJ6YDOEqccvMPK-7oiASZGByxNswMDqeHstxgABS9y-aqbRBqDspSiPJgkRxKW3XQWG4Ej-hHf1E7D1EE~ntHJM9ED5QjtnPHuvnMiAXUj1YomhDEKqd0~~Yy0R7Iik41OQt6DgDCqdDowkZcasL0-S0HQrQU1cv84oY4Lro92zaE5o30K0ecoTzEd9s1yCl8AXCkJAfm5NaMsp-IWITpYhz3ey8w0a9y~cnA8MdKCZT8aisZVJu4oroJf54OTkBm8wvazI8SGBZunOZv0FKIX7krIKjNNpiT6BT70BLQj~zYsA__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA,N/A,N/A,N/A,N/A,"Catfish Creek watershed, Canada",50.618408,-96.374154,642,1,N,1,N,N,N,N,N,N,N,N,3,"Water Table, Channel storage, Water table rise","Sub.GW.Store.Wtable, Chan.Store, Sub.GW.Store.Rise",5,"Return Flow, Infiltration excess flow, Saturation excess flow, Lateral matrix flow, Lateral matrix flow","Sub.GW.Ret, Surf.Over.IE, Surf.Over.SE, Sub.SSFlow.Matrix, Sub.SSFlow.Matrix",1,N/A
101,Figure model,"Wallace, S., Biggs, T., Lai, C.T. and McMillan, H., 2021. Tracing sources of stormflow and groundwater recharge in an urban, semi-arid watershed using stable isotopes. Journal of Hydrology: Regional Studies, 34, p.100806.",https://doi.org/10.1016/j.ejrh.2021.100806,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,12,"Conceptual model of the San Diego River, tributaries and groundwater, showing the dominant water sources according to the time of year. Blue arrows represent sources of river water, purple arrows represent sources of groundwater.",https://ars.els-cdn.com/content/image/1-s2.0-S2214581821000355-gr12_lrg.jpg,N/A,N/A,N/A,N/A,"San Diego River watershed, California, United States",32.76504998,-117.1686449,1005,2,Catchment spatial scale,3,Season,Vegetation described,N,N,N,N,N,N,3,"Channel storage, Groundwater storage, Lake storage","Chan.Store, Sub.GW.Store, Surf.Water.Lake",5,"IE flow from impermeable areas, Connectivity, Gaining stream, Quickflow, Losing stream","Surf.Over.IE.Imp, Sub.GWSW.Conn, Sub.GWSW.Gain, Chan.Flow.Quick, Sub.GWSW.Lose",1,N/A
102,Figure model,"Oldham, L. D., Freer, J., Coxon, G., Howden, N., Bloomfield, J. P. & Jackson, C. (2023) Evidence-based requirements for perceptualising intercatchment groundwater flow in hydrological models. Hydrol. Earth Syst. Sci. 27(3), 761â€“781. Copernicus GmbH. doi:10.5194/hess-27-761-2023",https://doi.org/10.5194/hess-27-761-2023,CC BY,https://creativecommons.org/licenses/by/4.0/,8,"Perceptual model of the Thames catchment, including key modelling-related groundwaterâ€“surface water interaction features and characteristics. The Jurassic limestone, Chalk and Lower Greensand aquifers are (for modelling purposes) hydraulically disconnected. Contains British Geological Survey data Â© UKRI 2023.",https://hess.copernicus.org/articles/27/761/2023/hess-27-761-2023-avatar-web.png,N/A,N/A,N/A,N/A,"Thames at Kingston, United Kingdom",51.415005,-0.308869,9948,3,Soil or Geology,1,N,N,N,Geology described,N,N,N,Scale bar ,1,Groundwater storage,Sub.GW.Store,5,"Losing stream, Regional groundwater flow, Water loss across surface watershed boundary, Gaining stream, Springflow","Sub.GWSW.Lose, Sub.GW.Flow.Region, Sub.GW.Loss.Bound, Sub.GWSW.Gain, Sub.GW.Ret.Spr",1,N/A
103,Figure model,"Macpherson, G.L. and Sophocleous, M., 2004. Fast ground-water mixing and basal recharge in an unconfined, alluvial aquifer, Konza LTER Site, Northeastern Kansas. Journal of Hydrology, 286(1-4), pp.271-299.",https://doi.org/10.1016/j.jhydrol.2003.09.016,Not open-access,N,9,"Schematic of the conceptual model of mixing processes proposed for this site (see Fig. 2 for explanation of rock patterns and fracture symbols). (a) Pre-recharge conditions: water moves slowly through the unsaturated zone, ground-water moves through the bedrock adjacent to and underlying the floodplain aquifer (alluvium), and chemically homogeneous ground water fills the saturated portion of the alluvium. (b) Recharge conditions: precipitation enters the bedrock aquifer(s) rapidly, probably through fractures. The newly recharged water displaces â€˜residentâ€™ ground water in the bedrock into the alluvium, causing a relatively rapid rise in water table because of injection of more sulfate-rich water (vertical bars) from the bedrock into the base of the alluvium. The rise in water table entrains high-nitrate water (slanted bars) in the inundated part of the unsaturated zone. Unsaturated-zone water flow continues downward, but is still slow, because low hydraulic conductivity of the alluvium prevents rapid recharge. Unsaturated zone air is pushed upward out of the ground, also, as the alluvium water table rises. (c) Early post-recharge: when recharge to the bedrock ceases, the water table begins to fall as the water in the alluvium drains to the creek. The drop in the water table draws â€˜freshâ€™ atmosphere into the unsaturated zone. The water in the alluvial aquifer begins to mix. (d) Later post-recharge: as the water table continues to fall, mixing continues, and the water also now comes into equilibrium with the fresh unsaturated zone air, resulting in a pulse of oxygen in the alluvial aquifer. The oxygen levels in the alluvial-aquifer ground water decline because of microbial processes, and mixing of the alluvium ground water continues until a nearly chemically homogeneous floodplain aquifer is reestablished (a).",https://ars.els-cdn.com/content/image/1-s2.0-S0022169403003883-gr9.jpg,N/A,N/A,N/A,N/A,"Konza Prairie LTER, Kansas, United States",39.103509,-96.603547,34.87,1,N,4,Event,Vegetation described,Soil types described,Geology described,Slopes described,N,N,N,5,"Groundwater storage, Bedrock fracture storage, Water Table, Water table fall, Water table rise","Sub.GW.Store, Sub.GW.Store.Matrix, Sub.GW.Store.Wtable, Sub.GW.Store.Fall, Sub.GW.Store.Rise",5,"Gaining stream, Vertical drainage to groundwater, Mixing, Vapor diffusion, Groundwater flow","Sub.GWSW.Gain, Sub.Soil.Drain, Sub.Soil.Mix, Sub.Soil.Vapor, Sub.GW.Flow",1,N/A
104,Figure model,"Aubry-Wake, C., 2022. From processes to predictions in hydrological modelling of glacierized basins (Doctoral dissertation, University of Saskatchewan).",https://harvest.usask.ca/handle/10388/14290,Copyright Caroline Aubry-Wake. Permission granted to re-use.,https://harvest.usask.ca/handle/10388/14290,1.1,Conceptual illustration of the range of hydrological processes occurring in a glacierized alpine basin. Mass and energy fluxes are shown in bold and storages are in italic.,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Peyto Glacier Research Basin, Canada",51.68685865,-116.5371596,23.6,1,N,1,N,N,N,N,N,N,N,N,5,"Soil water storage, Depression storage, Channel storage, Glacier storage, Snow storage","Sub.Soil.Store, Surf.Water.Depr, Chan.Store, Surf.Glac.Stor, Surf.Snow.Stor",8,"Firnmelt, Infiltration, Groundwater flow, Channel flow, Glacier melt, Snow drifting, Snowmelt, Glacier icemelt","Surf.Glac.Melt.Firn, Surf.Inf.Inf, Sub.GW.Flow, Chan.Flow, Surf.Glac.Melt, Surf.Snow.Drift, Surf.Snow.Melt, Surf.Glac.Melt.Ice",1,N/A
105,Figure model,"Helbig, M., Boike, J., Langer, M., Schreiber, P., Runkle, B.R. and Kutzbach, L., 2013. Spatial and seasonal variability of polygonal tundra water balance: Lena River Delta, northern Siberia (Russia). Hydrogeol. J, 21(1), pp.133-147.",https://doi.org/10.1007/s10040-012-0933-4,Not open-access,https://doi.org/10.1007/s10040-012-0933-4,10,"Conceptual model of seasonal water balances of key landscape units of polygonal tundra. Representative data are shown for polygons with degraded (DEG1) and intact (INT1) rims and for a trough above a degraded ice wedge (TRO1/2). Data are shown for the post-melt period (22 Mayâ€“2 June 2011, I), the early summer period (5â€“18 June 2011, II; 19 Juneâ€“16 July 2011, III; 17â€“31 July 2011, IV), and the late summer period (1â€“19 August 2011, V). Arrows of P, ET, and NLF are scaled according to their magnitude",https://link.springer.com/article/10.1007/s10040-012-0933-4/figures/10,N/A,N/A,N/A,N/A,"Samoylov Island, Lena River Delta, Siberia, Russia",72.38005,126.48336,0.6,2,Topography,5,Season,Vegetation described,N,N,N,N,N,N,4,"Water Table, Seasonal soil freeze/thaw, Permafrost storage, Channel storage","Sub.GW.Store.Wtable, Surf.Frozen.FrzThw, Surf.Frozen.Perm, Chan.Store",3,"Evapotranspiration, Groundwater flow, Subsurface stormflow","Surf.ET, Sub.GW.Flow, Sub.SSFlow",1,N/A
106,Figure model,"Munk, L.A., Boutt, D.F., Moran, B.J., McKnight, S.V. and Jenckes, J., 2021. Hydrogeologic and Geochemical Distinctions in Freshwaterâ€Brine Systems of an Andean Salar. Geochemistry, Geophysics, Geosystems, 22(3), p.e2020GC009345.",https://doi.org/10.1029/2020GC009345,Not open-access,N,8,"Three-dimensional conceptual diagram of the Salar de Atacama inflow, transition zone, and nucleus water system with the inflow waters to the south and the halite nucleus to the north (see transect location in Figure 2). Subsurface geology, hydrogeologic flow paths, and groundwater discharge features including the wetlands, springs, lagoons and transitional pools are depicted. Overlain is transparent blue to represent fresher waters and red/pink represents brackish and brine waters in the subsurface. The region under the transitional pools is shaded darker to highlight the area where the secondary porosity and permeability of the halite is thought to be important. Finer scale characteristics such the heterogeneity in the transition zone geology, primary, and secondary porosity and permeability features in the transition zone carbonate, interbedded gypsum and halite, and halite nucleus are detailed in the circular insets. Flow path arrows depict diffuse groundwater movement in the shallow parts of the transition zone that ultimately end in the lagoons. Wider blue arrows indicate the relative amounts of infiltration (downward) and evaporation (upward). ",https://agupubs.onlinelibrary.wiley.com/cms/asset/4d71e11b-1591-4a95-b59d-b1c59428639c/ggge22423-fig-0008-m.jpg,N/A,N/A,N/A,N/A,"Salar de Atacama, Chile",-23.5,-68.25,17000,1,N,1,N,Vegetation described,N,Geology described,Slopes described,3D graphics,N,Scale bar ,4,"Groundwater storage, Bedrock fracture storage, Water Table, Depression storage","Sub.GW.Store, Sub.GW.Store.Matrix, Sub.GW.Store.Wtable, Surf.Water.Depr",3,"Evaporation, Infiltration, Groundwater flow","Surf.ET.Evap, Surf.Inf.Inf, Sub.GW.Flow",1,N/A
107,Figure model,"Pourrier, J., Jourde, H., Kinnard, C., Gascoin, S. and Monnier, S., 2014. Glacier meltwater flow paths and storage in a geomorphologically complex glacial foreland: the case of the Tapado glacier, dry Andes of Chile (30 S). Journal of Hydrology, 519, pp.1068-1083.",https://doi.org/10.1016/j.jhydrol.2014.08.023,Not open-access,N,12,Schematic transect through the Tapado catchment with hypothesized hydrological interactions between compartments. ,https://ars.els-cdn.com/content/image/1-s2.0-S0022169414006337-gr12_lrg.jpg,N/A,N/A,N/A,N/A,"Tapado catchment, Chile",-30.151476,-69.886846,9.23,1,N,1,N,N,N,Geology described,Slopes described,N,N,Scale bar ,5,"Water Table, Glacier storage, Permafrost storage, Formation of layers/lenses, Groundwater storage","Sub.GW.Store.Wtable, Surf.Glac.Stor, Surf.Frozen.Perm, Surf.Snow.Age.Layer, Sub.GW.Store",5,"Macropore flow within snowpack, Groundwater flow, Springflow, Overland Flow, Channel flow","Surf.Snow.Melt.Macro, Sub.GW.Flow, Sub.GW.Ret.Spr, Surf.Over, Chan.Flow",1,N/A
108,Figure model,"SÃ¡nchezâ€Murillo, R., Gazel, E., Schwarzenbach, E.M., Crespoâ€Medina, M., Schrenk, M.O., Boll, J. and Gill, B.C., 2014. Geochemical evidence for active tropical serpentinization in the Santa Elena Ophiolite, Costa Rica: An analog of a humid early Earth?. Geochemistry, Geophysics, Geosystems, 15(5), pp.1783-1800.",https://doi.org/10.1002/2013GC005213,Not open-access,N,8,"Schematic representation illustrating the hyperalkaline base flow process proposed for the Santa Elena Ophiolite. (a) Digital elevation overview of Potrero Grande watershed (Landsat Image, USGS, 90 m). Yellow line represents watershed boundary and yellow dashed-square denotes Quebrada Danta subcatchment. Red cross corresponds to the hyperalkaline system. (b) Enlargement of yellow dashed-square area over Quebrada Danta subcatchment; mean basin slope is âˆ¼33%. Vegetation is scarce on hillslopes; but mostly concentrated in the riparian zones of the floodplain. (c) A conceptual hyperalkaline base flow process coupled with measured water chemistry and field observations. Soil profile is relatively absent (less than 20 cm). Infiltration occurs directly through the ultramafic formation (1). Piston-type flow may occur within serpertinized fractured macropores (i.e., faults) producing freshwater springs if the system is open in respect to CO2 (2). These flow paths appear to be relatively shallow. Deep groundwater flow feeds the creek during the dry season (4). Base flow discharge is a function of storage, where a corresponds to the characteristic recession time scale (presumably low due to high evapotranspiration). Hydraulic parameters such as conductivity (K), drainage porosity (f), and aquifer thickness (D) are unknown. If the system responds as a linear reservoir, then bâ€‰=â€‰1. Deep groundwater flow may dilute the signature of active serpentinizing (3). However, active serpentinizing flow paths could also emerge as hyperalkaline springs probably with an exponential-piston flow distribution due to the constant structural changes (6). Hyperalkaline fluids form riparian pools coated by a CaCO3 supernatant film where travertine terraces are evident and potential heterotrophic microbial methanogenesis may also occur (7 and 8). The hyperalkaline fluids are characterized by high pH, Ca, and low Mg. The fluids mix with receiving stream waters at low rates and volumes, thus, dilution occurs rapidly (9). As measured in the RÃ­o MurciÃ©lago watershed methane emanations (24.3% v/v) occur at the streambed (5). Other hydrocarbons may be produced during the serpentinization process. Based on the Mulligan and Burke [2005] regional hydrological model (90 m resolution), recharge could be approximately 18% of the water budget whereas runoff could reach up to 21% during the wet season and evapotranspiration is roughly 60%. Shallow storage could be as lower as 3%.",https://agupubs.onlinelibrary.wiley.com/cms/asset/f99812b1-af08-4159-b6e5-9de9bee7379e/ggge20449-fig-0008-m.jpg,N/A,N/A,N/A,N/A,"Santa Elena Ophiolite, Costa Rica",10.853098,-85.788389,250,1,N,1,N,Vegetation described,N,N,Slopes described,N,N,N,3,"Depression storage, Groundwater storage, Channel storage","Surf.Water.Depr, Sub.GW.Store, Chan.Store",8,"Springflow, Vertical drainage to groundwater, Gaining stream, Evapotranspiration, Infiltration, Overland Flow, Pistonflow, Groundwater flow","Sub.GW.Ret.Spr, Sub.Soil.Drain, Sub.GWSW.Gain, Surf.ET, Surf.Inf.Inf, Surf.Over, Sub.GW.Disp.Piston, Sub.GW.Flow",1,N/A
109,Figure model,"Webb, R.W., Fassnacht, S.R. and Gooseff, M.N., 2018. Hydrologic flow path development varies by aspect during spring snowmelt in complex subalpine terrain. The Cryosphere, 12(1), pp.287-300.",https://doi.org/10.5194/tc-12-287-2018,CC BY,https://creativecommons.org/licenses/by/3.0/,7,"Conceptual model of flow paths that develop during early spring snowmelt at the south aspect hillslope (SM), toe of south aspect slope (ST), flat aspect (FA), toe of north aspect slope (NT), low on the north aspect hillslope (NL), and high on the north aspect hillslope (NH).",https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/df499e37a2ef40d7885966952c627e01/data,N/A,N/A,N/A,N/A,"Dry Lake, Routt National Forest, Colorado, United States",40.533389,-106.780999,0.2,5,Hillslope position,1,N,Vegetation described,N,N,Slopes described,N,N,N,4,"Snow storage, Water table rise, Channel storage, Soil water storage","Surf.Snow.Stor, Sub.GW.Store.Rise, Chan.Store, Sub.Soil.Store",5,"Infiltration, Saturation excess flow, Basal flow, Snowmelt, Lateral matrix flow at soil-bedrock interface","Surf.Inf.Inf, Surf.Over.SE, Surf.Snow.Melt.Basal, Surf.Snow.Melt, Sub.SSFlow.Matrix.Bedrk",1,N/A
110,Figure model,"Koit, O., Tarros, S., PÃ¤rn, J., KÃ¼ttim, M., Abreldaal, P., Sisask, K., Vainu, M., Terasmaa, J., Retike, I. and Polikarpus, M., 2021. Contribution of local factors to the status of a groundwater dependent terrestrial ecosystem in the transboundary Gauja-Koiva River basin, North-Eastern Europe. Journal of Hydrology, 600, p.126656.",https://doi.org/10.1016/j.jhydrol.2021.126656,Not open-access,N,19,The conceptual hydrogeological model of the Matsi spring fen (M1 polygon) study site.,https://ars.els-cdn.com/content/image/1-s2.0-S0022169421007046-gr19_lrg.jpg,N/A,N/A,N/A,N/A,"Matsi spring fen, Estonia",57.667088,26.68532,0.045,1,N,1,N,Vegetation described,N,Geology described,Slopes described,N,N,Scale bar ,5,"Soil saturation, Water Table, Perched water tables, Groundwater storage, Channel storage","Sub.Soil.Store.Satur, Sub.GW.Store.Wtable, Sub.GW.Store.Perch, Sub.GW.Store, Chan.Store",4,"Springflow, Groundwater flow, Subsurface stormflow, Gaining stream","Sub.GW.Ret.Spr, Sub.GW.Flow, Sub.SSFlow, Sub.GWSW.Gain",1,N/A
111,Figure model,"Penny, G., Srinivasan, V., Apoorva, R., Jeremiah, K., Peschel, J., Young, S. and Thompson, S., 2020. A processâ€based approach to attribution of historical streamflow decline in a dataâ€scarce and humanâ€dominated watershed. Hydrological Processes, 34(8), pp.1981-1995.",https://doi.org/10.1002/hyp.13707,Not open-access,N,9a,"Threefold strategy to attribution of hydrological change. (a) We evaluate contemporary run-off generation processes and find evidence of (1) infiltration excess run-off but not (2) saturation excess run-off or (3) baseflow (see Section 4.1). (b) Insights from field research are used to generate a conceptual model of historical processes, including two hypotheses that would explain historical changes: reduced overland flow or loss of a shallow water table (Section 4.2). c) We evaluate these hypotheses using information about infiltration capacities, open wells, and historical borewell logs, combined with additional evidence from other studies (Section 4.3)",https://onlinelibrary.wiley.com/cms/asset/8285cc55-f84f-49c7-b513-5c0dfcadeb12/hyp13707-fig-0009-m.jpg,N/A,N/A,N/A,N/A,"TG Halli watershed, India",12.9704671,77.3395812,1447,1,N,1,N,N,N,N,N,N,N,N,0,N/A,N/A,1,Infiltration excess flow,Surf.Over.IE,1,N/A
112,Figure model,"Marttila, H., Lohila, A., Alaâ€Aho, P., Noor, K., Welker, J.M., Croghan, D., Mustonen, K., MeriÃ¶, L.J., Autio, A., Muhic, F. and Bailey, H., 2021. Subarctic catchment water storage and carbon cyclingâ€“leading the way for future studies using integrated datasets at Pallas, Finland. Hydrological Processes, 35(9), p.e14350.",https://doi.org/10.1002/hyp.14350,CC-BY,https://creativecommons.org/licenses/by/4.0/,Graphical Abstract,Conceptual representation of water dynamics and pathways in the Pallas catchment and interactions with biogeochemical fluxes.,https://onlinelibrary.wiley.com/cms/asset/e8c13dba-036c-404f-9971-7bccc559c85e/hyp14350-toc-0001-m.jpg,N/A,N/A,N/A,N/A,"Pallas catchment, Finland",67.9999983,24.2019916,4.42,1,N,1,N,Vegetation described,N,N,N,N,N,N,2,"Groundwater storage, Water table rise","Sub.GW.Store, Sub.GW.Store.Rise",6,"Subsurface stormflow, Connectivity, Groundwater flow, Springflow, Exfiltration, Gaining stream","Sub.SSFlow, Sub.GWSW.Conn, Sub.GW.Flow, Sub.GW.Ret.Spr, Sub.GW.Ret.Exf, Sub.GWSW.Gain",1,N/A
113,Figure model,"Yapiyev, V., Skrzypek, G., Verhoef, A., Macdonald, D. and Sagintayev, Z., 2020. Between boreal Siberia and arid Central Asiaâ€“stable isotope hydrology and water budget of Burabay National Nature Park ecotone (Northern Kazakhstan). Journal of Hydrology: Regional Studies, 27, p.100644.",https://doi.org/10.1016/j.ejrh.2019.100644,CC BY-NC-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,Graphical Abstract,None,https://ars.els-cdn.com/content/image/1-s2.0-S2214581819301740-ga1_lrg.jpg,N/A,N/A,N/A,N/A,"Burabay National Nature Park, Kazakhstan",53.071286,70.276545,-9999,1,N,1,N,Vegetation described,N,N,Slopes described,N,N,N,1,Lake storage,Surf.Water.Lake,5,"Evapotranspiration, Open water evaporation, Overland Flow, Groundwater flow, Subsurface stormflow","Surf.ET, Surf.ET.Evap.Water, Surf.Over, Sub.GW.Flow, Sub.SSFlow",1,N/A
114,Figure model,"Ross SM, Thornes JB, Nortcliff S. 1990. Soil hydrology, nutrient and erosional response to the clearance of Terra Firme forest, maraca island, Roraima, northern Brazil. The geographical journal 156 (3): 267 DOI: 10.2307/635528",https://doi.org/10.2307/635528,Not open-access,https://doi.org/10.2307/635528,5,Reservoir and pipe model of Maracci hillslope hydrology,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/6dbe6368001949d19bc783b45f438513/data,N/A,N/A,N/A,N/A,"The terra firme forest of Maraca Island, Brazil",3.359857,-61.361527,10,1,N,2,Season and wetness,N,N,Bedrock described,Topography described,N,N,N,4,"Soil water storage, Soil water storage, Soil saturation, Channel storage","Sub.Soil.Store, Sub.Soil.Store, Sub.Soil.Store.Satur, Chan.Store",1,Channel flow,Chan.Flow,1,N/A
115,Figure model,Lesack LFW. 1993. Water balance and hydrologic characteristics of a rain forest catchment in the Central Amazon Basin. Water resources research 29 (3): 759â€“773 DOI: 10.1029/92wr02371,https://doi.org/10.1029/92wr02371,Not open-access,https://doi.org/10.1029/92wr02371,11,Schematic representation of potential interaction between groundwater flow within the local terra firme drainage of Lake Calado and regional groundwater flow beneath the Amazon floodplain. Horizontal distances are not drawn to an exact scale. The horizontal distance corresponding to the difference in the extent of the adjacent lake surface between low water and high water may range from 2 to 5 km in Lake Calado. ,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/2d65c3b8856e49a7a68cb9ed0fe35f69/data,N/A,N/A,N/A,N/A,"Drainage basin of Lake Calado, Brazil",-3.2816792,-60.5544941,0.234,1,N,2,Wetness,N,N,N,Topography described,N,Unknown items identified,N,3,"Water Table, Riparian unsaturated storage, Lake storage","Sub.GW.Store.Wtable, Chan.Store.Rip.Unsat, Surf.Water.Lake",2,"Regional groundwater flow, Subsurface stormflow","Sub.GW.Flow.Region, Sub.SSFlow",1,N/A
116,Figure model,"Kreis, M., J.-D. Taupin, N. Patris, and E.S.P.R. Martins. 2020. Isotopic characterisation and dating of groundwater recharge mechanisms in crystalline fractured aquifers: example of the semi-arid BanabuiÃº watershed (Brazil). Isotopes Environ. Health Stud. 56(5â€“6): 418â€“430. doi: 10.1080/10256016.2020.1797275.",https://doi.org/10.1080/10256016.2020.1797275,Not open-access,https://doi.org/10.1080/10256016.2020.1797275,5, Basic conceptual model of the recharge processes and residence time of the groundwater contained in the fractured crystalline aquifers of semi-arid CearÃ¡. The residence time data are based on the year 2019. Large arrows correspond to a dominancy of the process regarding the other.,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/5ec0a5d0f4c1442aabb7cc113990ad10/data,N/A,N/A,N/A,N/A,"4 sub-basins of BanabuiuÌ watershed, Brazil",-5.138346,-38.125227,-9999,1,N,1,N,N,N,Bedrock described,Topography described,N,N,N,4,"Bank storage, Soil water storage, Bedrock matrix storage, Bedrock fracture storage","Chan.Store.Bank, Sub.Soil.Store, Sub.GW.Store.Frac, Sub.GW.Store.Matrix",4,"Evaporation, Regional groundwater flow, Infiltration into bedrock via preferential flow paths, Infiltration","Surf.ET.Evap, Sub.GW.Flow.Region, Sub.GW.BedInf.Macro, Surf.Inf.Inf",1,N/A
